customer,recency,T,monetary_value,frequency,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,expected_monetary_value,pred_nb_purchases,pred_revenue
'C373567366',179,179,31.493424242424226,164,164,164,164,164,164,164,164,164,33.25473264064568,164.2149961393014,5460.92579219713
'C1118932469',179,179,30.024147058823534,169,169,169,169,169,169,169,169,169,32.27589566558028,169.20566290577972,5461.264321972293
'C395508103',179,179,30.311686390532547,168,168,168,168,168,168,168,168,168,32.469107380091316,168.20752956455632,5461.548339571464
'C2055009466',179,179,29.746520467836262,170,170,170,170,170,170,170,170,170,32.088359574699695,170.2037962411751,5461.560614765747
'C302774270',178,179,30.60991071428569,167,167,167,167,167,167,167,167,167,32.66844069638964,167.19476169712712,5461.992157249595
'C538394574',170,179,60.55811403508774,113,113,113,113,113,113,113,113,113,49.58067256939954,110.1639533419727,5462.002899598957
'C334841918',179,179,30.900838323353298,166,166,166,166,166,166,166,166,166,32.86234782374692,166.21126286422563,5462.092332468413
'C1010865894',177,179,31.220240963855407,165,165,165,165,165,165,165,165,165,33.07366818384287,165.16226672373372,5462.522006112122
'C1107442215',179,179,31.823140243902422,163,163,163,163,163,163,163,163,163,33.47098032250208,163.21686276732714,5463.028401985729
'C1512353179',179,179,31.514212121212122,164,164,164,164,164,164,164,164,164,33.267963392444884,164.2149961393014,5463.098480052757
'C1082462651',177,179,29.776783625731,170,170,170,170,170,170,170,170,170,32.1078713564877,170.1494750128549,5463.137455086664
'C1602759549',178,179,30.621964285714284,167,167,167,167,167,167,167,167,167,32.67616279931664,167.19476169712712,5463.283252408276
'C1844695541',178,179,31.523515151515152,164,164,164,164,164,164,164,164,164,33.273884443177174,164.20075953095147,5463.597098114802
'C1137292670',177,178,31.853926380368097,162,162,162,162,162,162,162,162,162,33.49693216386983,163.10977146477506,5463.676950019881
'C1432312197',178,179,32.14926380368099,162,162,162,162,162,162,162,162,162,33.68406415408287,162.20475438091887,5463.715352664125
'C1047374909',179,179,32.154263803681,162,162,162,162,162,162,162,162,162,33.687232259027276,162.21872938886898,5464.700013687123
'C1154612561',178,178,31.549237804878043,163,163,163,163,163,163,163,163,163,33.29703901618271,164.12764798921353,5464.964698731144
'C1603928569',179,179,30.344053254437874,168,168,168,168,168,168,168,168,168,32.48988761301996,168.20752956455632,5465.0437312161675
'C433355159',178,178,31.866625766871174,162,162,162,162,162,162,162,162,162,33.50497876170408,163.1239447268855,5465.464303599689
'C1419235351',179,179,29.78947368421051,170,170,170,170,170,170,170,170,170,32.116053108464484,170.2037962411751,5466.274159343847
'C1100276718',178,178,31.875991820040912,162,162,162,162,162,162,162,162,162,33.510913289575406,163.1239447268855,5466.432367196151
'C1297100897',179,179,42.212971014492766,137,137,137,137,137,137,137,137,137,39.82737418515087,137.2653923983526,5466.920145720753
'C1018388493',179,179,31.861554878048764,163,163,163,163,163,163,163,163,163,33.49537547454598,163.21686276732714,5467.010102169066
'C875898611',179,179,30.652440476190453,167,167,167,167,167,167,167,167,167,32.69568732622337,167.2093962174081,5467.026136730972
'C1037161656',179,179,30.36334319526626,168,168,168,168,168,168,168,168,168,32.502272175971925,168.20752956455632,5467.126907955054
'C1587738251',179,179,30.36511834319527,168,168,168,168,168,168,168,168,168,32.503411859679176,168.20752956455632,5467.318611335935
'C1557448113',179,179,30.085617647058825,169,169,169,169,169,169,169,169,169,32.31544489836422,169.20566290577972,5467.956276122915
'C1657707912',179,179,31.872012195121954,163,163,163,163,163,163,163,163,163,33.502016377046836,163.21686276732714,5468.0940094412
'C1463833315',179,179,31.262369477911623,165,165,165,165,165,165,165,165,165,33.100540704168765,165.2131295048937,5468.643918039839
'C345640256',179,179,32.84282608695653,160,160,160,160,160,160,160,160,160,34.133616961396974,160.22246261197,5468.972167408732
'C1100510913',179,179,30.09550000000001,169,169,169,169,169,169,169,169,169,32.32180305253427,169.20566290577972,5469.0321118141155
'C129386345',179,179,33.859873417721516,157,157,157,157,157,157,157,157,157,34.78605490279112,157.22806239477327,5469.344010724051
'C1781238594',177,179,31.287018072289143,165,165,165,165,165,165,165,165,165,33.116263306027705,165.16226672373372,5469.557113043544
'C1965017830',179,179,29.82005847953217,170,170,170,170,170,170,170,170,170,32.135772261846384,170.2037962411751,5469.630434108109
'C1918064652',179,179,32.20245398773005,162,162,162,162,162,162,162,162,162,33.71776657109879,162.21872938886898,5469.653250994128
'C155412783',179,179,30.67705357142857,167,167,167,167,167,167,167,167,167,32.71145566973108,167.2093962174081,5469.662751928246
'C643323409',179,179,31.273012048192776,165,165,165,165,165,165,165,165,165,33.10732928175349,165.2131295048937,5469.765480187499
'C477595630',179,179,29.54488372093023,171,171,171,171,171,171,171,171,171,31.94923818973189,171.20192957085072,5469.771226400813
'C747590731',179,179,30.391380670611415,168,168,168,168,168,168,168,168,168,32.52027284697013,168.20752956455632,5470.154756354166
'C752356138',179,179,31.892408536585364,163,163,163,163,163,163,163,163,163,33.51496904110824,163.21686276732714,5470.208102633781
'C2104407126',174,179,35.57461038961039,153,153,153,153,153,153,153,153,153,35.8646452089549,152.52721446402404,5470.3344314623955
'C387520458',175,179,32.974596273291944,160,160,160,160,160,160,160,160,160,34.21672868726862,159.88140004622613,5470.618487522376
'C1314533733',179,179,29.831871345029224,170,170,170,170,170,170,170,170,170,32.14338845493077,170.2037962411751,5470.926739083977
'C778323844',179,179,29.557354651162793,171,171,171,171,171,171,171,171,171,31.957295400934576,171.20192957085072,5471.150636505673
'C1557689947',179,179,30.40431952662722,168,168,168,168,168,168,168,168,168,32.52857987488068,168.20752956455632,5471.552060997024
'C855978131',177,179,30.135823529411766,169,169,169,169,169,169,169,169,169,32.347746592317414,169.15204891514927,5471.687613878528
'C42779194',179,179,30.413372781065064,168,168,168,168,168,168,168,168,168,32.53439226178757,168.20752956455632,5472.529748239505
'C481253497',179,179,31.917063008130082,163,163,163,163,163,163,163,163,163,33.53062582387504,163.21686276732714,5472.763553598008
'C808326652',179,179,31.60675757575757,164,164,164,164,164,164,164,164,164,33.326865310804564,164.2149961393014,5472.77105834879
'C196888452',179,179,29.572151162790693,171,171,171,171,171,171,171,171,171,31.96685512238484,171.20192957085072,5472.787279264118
'C490238464',179,179,31.003592814371267,166,166,166,166,166,166,166,166,166,32.928035140515775,166.21126286422563,5473.010304342726
'C88392294',178,179,32.887981366459634,160,160,160,160,160,160,160,160,160,34.162097859209226,160.20874630305698,5473.0668691062565
'C800967034',174,174,37.24603448275862,144,144,144,144,144,144,144,144,144,36.888299666523515,148.3690540462913,5473.082126898216
'C627811000',178,179,31.010329341317373,166,166,166,166,166,166,166,166,166,32.93234156425499,166.1967617215754,5473.24852388802
'C204633978',179,179,31.92564024390243,163,163,163,163,163,163,163,163,163,33.53607278374939,163.21686276732714,5473.652589300319
'C708968659',179,179,30.427928994082823,168,168,168,168,168,168,168,168,168,32.54373766818693,168.20752956455632,5474.101715962718
'C1439880421',179,179,30.721041666666657,167,167,167,167,167,167,167,167,167,32.73963657868437,167.2093962174081,5474.374864699183
'C870367228',179,179,29.317832369942188,172,172,172,172,172,172,172,172,172,31.793192477770482,172.20006289489936,5474.789744301718
'C1296664552',179,179,32.57972222222224,161,161,161,161,161,161,161,161,161,33.96221892022535,161.22059600379092,5475.4091759299545
'C377517197',179,179,31.32713855421688,165,165,165,165,165,165,165,165,165,33.14185496265839,165.2131295048937,5475.469575978084
'C1939799337',179,179,29.32690751445085,172,172,172,172,172,172,172,172,172,31.799067831333197,172.20006289489936,5475.801480554747
'C73919470',179,179,31.950315040650395,163,163,163,163,163,163,163,163,163,33.551742474004044,163.21686276732714,5476.210146984219
'C1950723662',179,179,29.8837134502924,170,170,170,170,170,170,170,170,170,32.17681298547196,170.2037962411751,5476.6157210696665
'C208514238',178,178,29.60848927875244,170,170,170,170,170,170,170,170,170,31.9993657409858,171.15357064911885,5476.805705076807
'C2085650948',179,179,30.172764705882383,169,169,169,169,169,169,169,169,169,32.371513978143575,169.20566290577972,5477.443481935498
'C1630697663',178,179,29.625261627906987,171,171,171,171,171,171,171,171,171,32.0011687001641,171.18675403979668,5478.176195261032
'C1952109278',179,179,29.622325581395355,171,171,171,171,171,171,171,171,171,31.999271780976525,171.20192957085072,5478.337073765254
'C121713128',179,179,30.766507936507953,167,167,167,167,167,167,167,167,167,32.76876447803777,167.2093962174081,5479.245323163145
'C1629765833',179,179,30.190205882352945,169,169,169,169,169,169,169,169,169,32.382735363330575,169.20566290577972,5479.342203854785
'C1562537029',179,179,32.303343558282215,162,162,162,162,162,162,162,162,162,33.78169232055982,162.21872938886898,5480.023204846927
'C339931011',179,179,30.774404761904787,167,167,167,167,167,167,167,167,167,32.773823567692,167.2093962174081,5480.09125048964
'C1267365709',179,179,31.372228915662635,165,165,165,165,165,165,165,165,165,33.170616756934734,165.2131295048937,5480.221402020655
'C998987490',179,179,30.19850000000001,169,169,169,169,169,169,169,169,169,32.38807167129473,169.20566290577972,5480.24513738133
'C1407767965',179,179,30.19947058823532,169,169,169,169,169,169,169,169,169,32.388696132865014,169.20566290577972,5480.350799815289
'C1038722314',176,176,32.378520833333354,159,159,159,159,159,159,159,159,159,33.84655168585394,161.919947034829,5480.431856285072
'C2002750382',179,179,29.64308139534883,171,171,171,171,171,171,171,171,171,32.012681684936226,171.20192957085072,5480.632875198515
'C897057254',179,179,30.48887573964497,168,168,168,168,168,168,168,168,168,32.58286680880211,168.20752956455632,5480.683532039582
'C1394428191',179,179,29.373410404624284,172,172,172,172,172,172,172,172,172,31.829174340512886,172.20006289489936,5480.985823329036
'C539791425',178,178,29.927235294117647,169,169,169,169,169,169,169,169,169,32.21354412394244,170.14986743010095,5481.130262142514
'C480975116',178,179,30.789226190476196,167,167,167,167,167,167,167,167,167,32.78331889425405,167.19476169712712,5481.199190165731
'C897883896',178,179,29.94409356725146,170,170,170,170,170,170,170,170,170,32.21574228923255,170.1887570962399,5482.757139137262
'C893284971',178,178,30.813742514970063,166,166,166,166,166,166,166,166,166,32.80667054971413,167.1387577374859,5483.266161182182
'C35785606',179,179,29.953421052631594,170,170,170,170,170,170,170,170,170,32.221756065455146,170.2037962411751,5484.265203897576
'C2014438912',179,179,31.113263473053912,166,166,166,166,166,166,166,166,166,32.99814371899022,166.21126286422563,5484.663139708579
'C859276623',179,179,30.241029411764725,169,169,169,169,169,169,169,169,169,32.415434441919416,169.20566290577972,5484.875073123819
'C1370556911',178,179,29.688750000000006,171,171,171,171,171,171,171,171,171,32.04218722992321,171.18675403979668,5485.198024225979
'C1336232196',179,179,32.68296296296295,161,161,161,161,161,161,161,161,161,34.027485895931996,161.22059600379092,5485.931556652746
'C1668825144',175,179,32.47874233128834,162,162,162,162,162,162,162,162,162,33.892828664560454,161.8615875452925,5485.947054046352
'C168191673',179,179,31.428253012048188,165,165,165,165,165,165,165,165,165,33.20635285403163,165.2131295048937,5486.125474458324
'C83086349',179,179,30.83991071428573,167,167,167,167,167,167,167,167,167,32.81578986038901,167.2093962174081,5487.1084089529895
'C1295945354',177,179,30.277999999999995,169,169,169,169,169,169,169,169,169,32.439220750823424,169.15204891514927,5487.160655212609
'C851731350',179,179,30.841398809523806,167,167,167,167,167,167,167,167,167,32.816743206429365,167.2093962174081,5487.267817368784
'C404536294',179,179,30.84275793650795,167,167,167,167,167,167,167,167,167,32.81761392914625,167.2093962174081,5487.413410388546
'C2005671734',179,179,31.747939393939376,164,164,164,164,164,164,164,164,164,33.41672255953991,164.2149961393014,5487.526966102953
'C256310721',179,179,31.140628742514963,166,166,166,166,166,166,166,166,166,33.015637369201954,166.21126286422563,5487.570781402377
'C1502804084',158,158,28.761136363636382,153,153,153,153,153,153,153,153,153,31.638564314147168,173.4496637238577,5487.6983409944705
'C478820701',179,179,29.98593567251463,170,170,170,170,170,170,170,170,170,32.24271944840032,170.2037962411751,5487.833251256902
'C694574500',178,179,31.449638554216854,165,165,165,165,165,165,165,165,165,33.21999405238581,165.198760998179,5487.901857821012
'C1635987808',179,179,31.44936746987952,165,165,165,165,165,165,165,165,165,33.219821135786965,165.2131295048937,5488.350611436176
'C1222389110',179,179,29.992923976608193,170,170,170,170,170,170,170,170,170,32.24722506757648,170.2037962411751,5488.600124745101
'C471166875',179,179,30.293529411764716,169,169,169,169,169,169,169,169,169,32.449212135947796,169.20566290577972,5490.590450233319
'C411880353',179,179,31.17068862275448,166,166,166,166,166,166,166,166,166,33.034853588909385,166.21126286422563,5490.764733547426
'C260437492',179,179,32.09304878048782,163,163,163,163,163,163,163,163,163,33.642385307458184,163.21686276732714,5491.004585892945
'C232369406',179,179,31.17520958083832,166,166,166,166,166,166,166,166,166,33.037743677729935,166.21126286422563,5491.2450988600785
'C1435043122',179,179,30.308029411764693,169,169,169,169,169,169,169,169,169,32.458541213346095,169.20566290577972,5492.168982958798
'C1605642067',179,179,29.749767441860467,171,171,171,171,171,171,171,171,171,32.081609342544255,171.20192957085072,5492.433423181808
'C1030484150',178,178,31.503848484848476,164,164,164,164,164,164,164,164,164,33.26136730335548,165.1313512450154,5492.494527059864
'C1818021493',178,179,31.493433734939764,165,165,165,165,165,165,165,165,165,33.24792968957876,165.198760998179,5492.5167904729815
'C459123820',179,179,30.035146198830383,170,170,170,170,170,170,170,170,170,32.274447302264264,170.2037962411751,5493.23345243113
'C92282564',179,179,31.49599397590362,165,165,165,165,165,165,165,165,165,33.24956279079018,165.2131295048937,5493.264323335912
'C1333537680',174,179,32.1189696969697,164,164,164,164,164,164,164,164,164,33.652870263664354,163.2472228663019,5493.737612023159
'C665566426',179,179,34.821057692307704,155,155,155,155,155,155,155,155,155,35.39261739270758,155.23179554717865,5494.059546984302
'C841956493',178,179,30.915565476190462,167,167,167,167,167,167,167,167,167,32.86425797308132,167.19476169712712,5494.731780162242
'C1134994937',179,179,31.510722891566292,165,165,165,165,165,165,165,165,165,33.2589579259947,165.2131295048937,5494.8165230251725
'C1081618305',179,179,30.340872549019593,169,169,169,169,169,169,169,169,169,32.479671983653304,169.20566290577972,5495.744428956339
'C1257820473',179,179,30.343882352941165,169,169,169,169,169,169,169,169,169,32.48160844529041,169.20566290577972,5496.0720892313375
'C1897313368',178,178,32.16576687116565,162,162,162,162,162,162,162,162,162,33.694520844022065,163.1239447268855,5496.383155759147
'C1812702959',179,179,31.230149700598794,166,166,166,166,166,166,166,166,166,33.07286495578087,166.21126286422563,5497.082650838331
'C1760986787',179,179,30.07625730994152,170,170,170,170,170,170,170,170,170,32.30095316235503,170.2037962411751,5497.744850441216
'C1146143839',179,179,30.95440476190476,167,167,167,167,167,167,167,167,167,32.88914030473495,167.2093962174081,5499.373292464353
'C1350082938',179,179,30.10573099415206,170,170,170,170,170,170,170,170,170,32.31995594113987,170.2037962411751,5500.979195529527
'C1151051721',179,179,31.267514970059885,166,166,166,166,166,166,166,166,166,33.09675125278773,166.21126286422563,5501.052822428991
'C117112395',179,179,30.680690335305695,168,168,168,168,168,168,168,168,168,32.706015964945294,168.20752956455632,5501.398147362387
'C1862556322',179,179,33.499312499999995,159,159,159,159,159,159,159,159,159,34.55183333092834,159.22432921328308,5501.492485206221
'C269960003',179,179,31.2743512974052,166,166,166,166,166,166,166,166,166,33.101121475397164,166.21126286422563,5501.779202647902
'C16613795',179,179,29.56083815028902,172,172,172,172,172,172,172,172,172,31.95051723176844,172.20006289489936,5501.881076835091
'C2035771335',178,178,30.120117647058823,169,169,169,169,169,169,169,169,169,32.33764166872573,170.14986743010095,5502.245442935791
'C566598245',177,179,29.854825581395357,171,171,171,171,171,171,171,171,171,32.14948524297897,171.14689315544263,5502.284515882601
'C1035581047',177,177,31.004337349397602,165,165,165,165,165,165,165,165,165,32.93594971933188,167.06733199081182,5502.521246192305
'C2129964241',177,179,31.00145833333333,167,167,167,167,167,167,167,167,167,32.9192851065314,167.1571732064523,5502.694642385055
'C1082608644',179,179,31.28628742514972,166,166,166,166,166,166,166,166,166,33.10875182027436,166.21126286422563,5503.04745190603
'C1234264195',179,179,30.69727810650886,168,168,168,168,168,168,168,168,168,32.71666567603182,168.20752956455632,5503.189508954828
'C507831273',179,179,31.593353413654608,165,165,165,165,165,165,165,165,165,33.31166546705334,165.2131295048937,5503.524500831978
'C106397937',179,179,29.57612235067438,172,172,172,172,172,172,172,172,172,31.960412399950243,172.20006289489936,5503.585025418353
'C782199851',179,179,30.413323529411766,169,169,169,169,169,169,169,169,169,32.526285832181756,169.20566290577972,5503.631756097185
'C1225704566',178,178,31.304879518072298,165,165,165,165,165,165,165,165,165,33.12765658859678,166.13505449440075,5503.66503261832
'C1703319891',175,179,33.640718750000005,159,159,159,159,159,159,159,159,159,34.64081617724127,158.8910398994294,5504.115305366841
'C911364935',179,179,30.418107843137253,169,169,169,169,169,169,169,169,169,32.52936398618471,169.20566290577972,5504.152597185781
'C1005495267',179,179,29.583959537572262,172,172,172,172,172,172,172,172,172,31.965486285431428,172.20006289489936,5504.458748817335
'C825969892',179,179,30.421705882352935,169,169,169,169,169,169,169,169,169,32.53167890937956,169.20566290577972,5504.544295299541
'C15777324',179,179,31.91351515151516,164,164,164,164,164,164,164,164,164,33.52210569048863,164.2149961393014,5504.832456544844
'C494777408',178,178,29.58843023255814,171,171,171,171,171,171,171,171,171,31.977372694117946,172.15727386237717,5505.137308300565
'C720418898',179,179,31.61195783132527,165,165,165,165,165,165,165,165,165,33.323532669189625,165.2131295048937,5505.485118435381
'C1642592478',178,179,31.616536144578294,165,165,165,165,165,165,165,165,165,33.326453038414755,165.198760998179,5505.488750410116
'C1450562088',179,179,31.01672619047619,167,167,167,167,167,167,167,167,167,32.92906643690558,167.2093962174081,5506.0493169179
'C1830714840',179,179,29.87328488372093,171,171,171,171,171,171,171,171,171,32.16141141806918,171.20192957085072,5506.0956924954335
'C475340225',179,179,30.450647058823527,169,169,169,169,169,169,169,169,169,32.55029921802042,169.20566290577972,5507.6949569666285
'C810569063',179,179,30.739082840236684,168,168,168,168,168,168,168,168,168,32.74350522733728,168.20752956455632,5507.70412357454
'C190398591',179,179,31.332994011976044,166,166,166,166,166,166,166,166,166,33.13860969153291,166.21126286422563,5508.010166394352
'C50049566',179,179,30.457470588235285,169,169,169,169,169,169,169,169,169,32.55468937209021,169.20566290577972,5508.437795896266
'C918296398',179,179,30.755621301775147,168,168,168,168,168,168,168,168,168,32.75412328054305,168.20752956455632,5509.490160073067
'C1804573810',179,179,31.050952380952378,167,167,167,167,167,167,167,167,167,32.95099339583405,167.2093962174081,5509.715710481213
'C1812521679',179,179,30.187192982456146,170,170,170,170,170,170,170,170,170,32.372477510281286,170.2037962411751,5509.9185659819395
'C1689884214',179,179,31.65753012048192,165,165,165,165,165,165,165,165,165,33.352601870752856,165.2131295048937,5510.287732197851
'C12662072',179,179,29.100142857142867,174,174,174,174,174,174,174,174,174,31.633188892582517,174.19632952653308,5510.38539630737
'C461156176',179,179,30.19666666666667,170,170,170,170,170,170,170,170,170,32.37858554631926,170.2037962411751,5510.95817690318
'C133432771',179,179,31.3658383233533,166,166,166,166,166,166,166,166,166,33.15960589971923,166.21126286422563,5511.49997267236
'C1200336063',179,179,31.370479041916155,166,166,166,166,166,166,166,166,166,33.16257254718401,166.21126286422563,5511.993062893955
'C2128263275',173,179,73.9017,99,99,99,99,99,99,99,99,99,55.63927298406945,99.06703828979188,5512.017987128991
'C1199849921',178,179,31.078660714285704,167,167,167,167,167,167,167,167,167,32.968744699105706,167.19476169712712,5512.201413420402
'C2014169866',179,179,30.4925588235294,169,169,169,169,169,169,169,169,169,32.577264604009464,169.20566290577972,5512.257652978415
'C296630818',179,179,30.502823529411756,169,169,169,169,169,169,169,169,169,32.58386875819205,169.20566290577972,5513.37511326481
'C1769470125',178,178,31.708121212121213,164,164,164,164,164,164,164,164,164,33.391379690933306,165.1313512450154,5513.963648299181
'C1089903335',179,179,31.093333333333334,167,167,167,167,167,167,167,167,167,32.97814469106375,167.2093962174081,5514.255662163092
'C438957460',179,179,31.696024096385536,165,165,165,165,165,165,165,165,165,33.37715602779039,165.2131295048937,5514.344401324377
'C492776916',179,179,31.399580838323356,166,166,166,166,166,166,166,166,166,33.18117629773744,166.21126286422563,5515.08521576745
'C181787207',179,179,33.31301242236023,160,160,160,160,160,160,160,160,160,34.4301787171586,160.22246261197,5516.488022233389
'C288684762',179,179,32.039151515151495,164,164,164,164,164,164,164,164,164,33.60206880558988,164.2149961393014,5517.9635991824825
'C1538635916',179,179,29.708150289017347,172,172,172,172,172,172,172,172,172,32.045888814918726,172.20006289489936,5518.304069451957
'C1645579872',179,179,30.837662721893505,168,168,168,168,168,168,168,168,168,32.8067956625459,168.20752956455632,5518.350051326048
'C939735585',179,179,30.839378698224838,168,168,168,168,168,168,168,168,168,32.80789735679622,168.20752956455632,5518.53536459423
'C1723242462',178,179,29.990988372093017,171,171,171,171,171,171,171,171,171,32.23745721797515,171.18675403979668,5518.62565964198
'C883803148',177,179,32.37896341463415,163,163,163,163,163,163,163,163,163,33.823954939099224,163.1673301459406,5518.964422389422
'C1320066686',178,179,31.143214285714265,167,167,167,167,167,167,167,167,167,33.01010085033688,167.19476169712712,5519.115945270209
'C1867965524',179,179,29.996540697674433,171,171,171,171,171,171,171,171,171,32.241044461191265,171.20192957085072,5519.729023135534
'C1646712119',179,179,32.690950920245406,162,162,162,162,162,162,162,162,162,34.02728848054444,162.21872938886898,5519.863501862417
'C23569509',179,179,30.56329411764705,169,169,169,169,169,169,169,169,169,32.62277460632782,169.20566290577972,5519.958203089536
'C122290547',179,179,31.146597222222216,167,167,167,167,167,167,167,167,167,33.01226812366866,167.2093962174081,5519.9614207258255
'C1095604325',179,179,31.750572289156644,165,165,165,165,165,165,165,165,165,33.4119506900713,165.2131295048937,5520.0929363698715
'C1135867657',179,179,31.751295180722877,165,165,165,165,165,165,165,165,165,33.41241180100156,165.2131295048937,5520.169117949709
'C1632932485',179,179,29.725635838150293,172,172,172,172,172,172,172,172,172,32.05720916175136,172.20006289489936,5520.253433888528
'C1482659693',179,179,33.02589506172841,161,161,161,161,161,161,161,161,161,34.244281521366034,161.22059600379092,5520.883476596236
'C1027777422',179,179,30.014418604651144,171,171,171,171,171,171,171,171,171,32.25259500871957,171.20192957085072,5521.706499159979
'C1234470601',176,179,34.44825949367089,157,157,157,157,157,157,157,157,157,35.1545688051376,157.10334072972216,5522.900201199994
'C1505467955',179,179,30.591323529411756,169,169,169,169,169,169,169,169,169,32.64080829955419,169.20566290577972,5523.009606106542
'C1914057832',179,179,31.780421686747005,165,165,165,165,165,165,165,165,165,33.43099072890088,165.2131295048937,5523.238600770801
'C779868884',179,179,30.595205882352943,169,169,169,169,169,169,169,169,169,32.64330614583528,169.20566290577972,5523.432255842372
'C991774315',179,179,31.48446107784432,166,166,166,166,166,166,166,166,166,33.23543723685156,166.21126286422563,5524.103994981808
'C585299069',179,179,31.78870481927711,165,165,165,165,165,165,165,165,165,33.436274291643684,165.2131295048937,5524.111514706476
'C1642689499',179,179,30.037529069767416,171,171,171,171,171,171,171,171,171,32.26752620430496,171.20192957085072,5524.262748654997
'C712367267',179,179,30.608617647058846,169,169,169,169,169,169,169,169,169,32.651935069351794,169.20566290577972,5524.892318566147
'C1503504810',179,179,29.228685714285717,174,174,174,174,174,174,174,174,174,31.716747667693813,174.19632952653308,5524.941028231491
'C1697851479',179,179,31.19354166666667,167,167,167,167,167,167,167,167,167,33.042343013422155,167.2093962174081,5524.990224882812
'C1648683269',179,179,32.10768686868686,164,164,164,164,164,164,164,164,164,33.645689141332134,164.2149961393014,5525.126712447992
'C164104645',178,178,30.334147058823532,169,169,169,169,169,169,169,169,169,32.47534490650981,170.14986743010095,5525.675630589449
'C978637475',179,179,30.907159763313608,168,168,168,168,168,168,168,168,168,32.851414279684256,168.20752956455632,5525.855238687477
'C1254696728',178,179,31.506467065868268,166,166,166,166,166,166,166,166,166,33.249504887733,166.1967617215754,5525.960041186919
'C43130617',179,179,31.51510479041918,166,166,166,166,166,166,166,166,166,33.25502667994974,166.21126286422563,5527.359981057963
'C1414112698',179,179,30.92112426035504,168,168,168,168,168,168,168,168,168,32.86037979151453,168.20752956455632,5527.3633052837295
'C1585648581',179,179,32.77119631901841,162,162,162,162,162,162,162,162,162,34.07813364946813,162.21872938886898,5528.111540560781
'C1870926183',179,179,31.524371257485008,166,166,166,166,166,166,166,166,166,33.26095040504877,166.21126286422563,5528.344570887532
'C75208519',179,179,30.6465,169,169,169,169,169,169,169,169,169,32.6763079936703,169.20566290577972,5529.016355382412
'C138375181',179,179,29.805549132947963,172,172,172,172,172,172,172,172,172,32.108945953474034,172.20006289489936,5529.162512677153
'C526635102',179,179,32.46746951219511,163,163,163,163,163,163,163,163,163,33.880160594959094,163.21686276732714,5529.813522362443
'C590614528',179,179,30.368508771929815,170,170,170,170,170,170,170,170,170,32.489378533341544,170.2037962411751,5529.815563891272
'C1158738757',179,179,30.947721893491128,168,168,168,168,168,168,168,168,168,32.87745605239464,168.20752956455632,5530.235660940573
'C1379018843',179,179,30.659705882352945,169,169,169,169,169,169,169,169,169,32.68480445564159,169.20566290577972,5530.454004862618
'C1731163929',179,179,31.250803571428552,167,167,167,167,167,167,167,167,167,33.07902776905552,167.2093962174081,5531.12426072265
'C332229910',179,179,33.79930208333334,159,159,159,159,159,159,159,159,159,34.74060806322785,159.22432921328308,5531.550015329029
'C1934886086',179,179,30.388538011695893,170,170,170,170,170,170,170,170,170,32.50229212805147,170.2037962411751,5532.0135067340225
'C232299558',179,179,42.00638095238094,139,139,139,139,139,139,139,139,139,39.724462420163036,139.26165956763705,5532.094562064136
'C17059521',179,179,30.109854651162788,171,171,171,171,171,171,171,171,171,32.314254273004906,171.20192957085072,5532.262684181548
'C1695454092',179,179,30.679352941176454,169,169,169,169,169,169,169,169,169,32.697445071670124,169.20566290577972,5532.592868677263
'C1936855292',179,179,31.869578313253008,165,165,165,165,165,165,165,165,165,33.487861076969025,165.2131295048937,5532.634328951172
'C1928637369',179,179,30.4,170,170,170,170,170,170,170,170,170,32.50968209757892,170.2037962411751,5533.2713076017
'C957324981',178,179,32.196242424242435,164,164,164,164,164,164,164,164,164,33.70205162968178,164.20075953095147,5533.902475345089
'C2120633706',179,179,32.50759146341464,163,163,163,163,163,163,163,163,163,33.90563997598274,163.21686276732714,5533.972186998376
'C1740393527',179,179,30.69544117647057,169,169,169,169,169,169,169,169,169,32.707795995274346,169.20566290577972,5534.344303567403
'C1741401017',173,179,34.56612500000001,159,159,159,159,159,159,159,159,159,35.223147454117424,157.12799171086212,5534.542421201037
'C808977147',179,179,32.51685975609757,163,163,163,163,163,163,163,163,163,33.91152579044413,163.21686276732714,5534.932851169595
'C49915499',179,179,30.420672514619874,170,170,170,170,170,170,170,170,170,32.52301043547661,170.2037962411751,5535.539841309472
'C1101213728',179,179,30.156250000000004,171,171,171,171,171,171,171,171,171,32.34422935244426,171.20192957085072,5537.394475620605
'C895429374',144,144,30.668492647058816,135,135,135,135,135,135,135,135,135,32.99109097806148,167.8790104424759,5538.511706814656
'C1236503001',179,179,31.32309523809523,167,167,167,167,167,167,167,167,167,33.12534131969663,167.2093962174081,5538.868321562035
'C817389751',179,179,31.32377976190478,167,167,167,167,167,167,167,167,167,33.12577985887522,167.2093962174081,5538.941649433304
'C1862384239',179,179,30.45690058479532,170,170,170,170,170,170,170,170,170,32.54636801773297,170.2037962411751,5539.515390480521
'C1350409226',172,179,34.35339393939393,164,164,164,164,164,164,164,164,164,35.07500250078612,157.93676926178787,5539.63257682329
'C2138823885',179,179,31.63137724550898,166,166,166,166,166,166,166,166,166,33.3293555536886,166.21126286422563,5539.714277029374
'C1156885344',179,179,31.332767857142844,167,167,167,167,167,167,167,167,167,33.13153806895902,167.2093962174081,5539.904476264709
